,nct_id,documents
58,NCT01873495,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 14, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/95/NCT01873495/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""March 30, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/95/NCT01873495/ICF_001.pdf""}]"
59,NCT01877655,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 28, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/55/NCT01877655/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 19, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/55/NCT01877655/SAP_001.pdf""}]"
60,NCT01898130,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 6, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/30/NCT01898130/Prot_SAP_000.pdf""}"
61,NCT01905592,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 24, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/92/NCT01905592/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 13, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/92/NCT01905592/Prot_001.pdf""}]"
62,NCT01915498,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 4, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/98/NCT01915498/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 17, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/98/NCT01915498/Prot_001.pdf""}]"
63,NCT01932996,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 15, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/96/NCT01932996/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""April 17, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/96/NCT01932996/ICF_001.pdf""}]"
64,NCT01936519,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 7, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/19/NCT01936519/Prot_SAP_000.pdf""}"
65,NCT01946880,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 14, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/80/NCT01946880/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 7, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/80/NCT01946880/Prot_001.pdf""}]"
66,NCT01956669,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 23, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/69/NCT01956669/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 24, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/69/NCT01956669/SAP_001.pdf""}]"
67,NCT01962103,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 13, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/03/NCT01962103/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/03/NCT01962103/SAP_001.pdf""}]"
68,NCT01967537,"{""document_type"": ""Study Protocol, Statistical Analysis Plan, and Informed Consent Form"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 31, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/37/NCT01967537/Prot_SAP_ICF_000.pdf""}"
69,NCT01972074,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 14, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/74/NCT01972074/Prot_SAP_000.pdf""}"
70,NCT01978236,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 15, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/36/NCT01978236/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 8, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/36/NCT01978236/SAP_001.pdf""}]"
71,NCT01979523,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 1, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT01979523/Prot_SAP_000.pdf""}"
72,NCT01981122,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 16, 2013"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT01981122/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 26, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT01981122/SAP_001.pdf""}]"
73,NCT01983293,"{""document_type"": ""Study Protocol, Statistical Analysis Plan, and Informed Consent Form"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 19, 2013"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/93/NCT01983293/Prot_SAP_ICF_001.pdf""}"
74,NCT02013674,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 9, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/74/NCT02013674/Prot_SAP_000.pdf""}"
75,NCT02014740,"{""document_type"": ""Study Protocol, Statistical Analysis Plan, and Informed Consent Form"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 5, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/40/NCT02014740/Prot_SAP_ICF_000.pdf""}"
76,NCT02015104,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/04/NCT02015104/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""May 8, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/04/NCT02015104/ICF_001.pdf""}]"
77,NCT02019758,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 14, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02019758/Prot_SAP_000.pdf""}"
78,NCT02028884,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 10, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/84/NCT02028884/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 20, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/84/NCT02028884/SAP_001.pdf""}]"
79,NCT02038179,"{""document_type"": ""Study Protocol, Statistical Analysis Plan, and Informed Consent Form"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT02038179/Prot_SAP_ICF_000.pdf""}"
80,NCT02038881,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 18, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/81/NCT02038881/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 5, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/81/NCT02038881/SAP_001.pdf""}]"
81,NCT02047344,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 6, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02047344/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 8, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02047344/SAP_001.pdf""}]"
82,NCT02050841,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 19, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/41/NCT02050841/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 1, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/41/NCT02050841/SAP_001.pdf""}]"
83,NCT02052141,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 26, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/41/NCT02052141/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 25, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/41/NCT02052141/SAP_001.pdf""}]"
84,NCT02057458,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 27, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02057458/Prot_SAP_000.pdf""}"
85,NCT02060383,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 17, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/83/NCT02060383/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 25, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/83/NCT02060383/SAP_001.pdf""}]"
86,NCT02061774,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 14, 2013"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/74/NCT02061774/Prot_SAP_000.pdf""}"
87,NCT02066181,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 18, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/81/NCT02066181/Prot_SAP_000.pdf""}"
88,NCT02081391,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 24, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/91/NCT02081391/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 6, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/91/NCT02081391/SAP_001.pdf""}]"
89,NCT02090725,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 23, 2008"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/25/NCT02090725/Prot_000.pdf""}"
90,NCT02090959,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 19, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/59/NCT02090959/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 23, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/59/NCT02090959/SAP_001.pdf""}]"
91,NCT02092324,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 7, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/24/NCT02092324/Prot_SAP_000.pdf""}"
92,NCT02096952,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 9, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/52/NCT02096952/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""May 30, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/52/NCT02096952/ICF_001.pdf""}]"
93,NCT02097420,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/20/NCT02097420/Prot_SAP_001.pdf""}"
94,NCT02112877,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 6, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/77/NCT02112877/Prot_SAP_000.pdf""}"
95,NCT02118610,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 17, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/10/NCT02118610/Prot_SAP_000.pdf""}"
96,NCT02138136,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 23, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/36/NCT02138136/Prot_SAP_000.pdf""}"
97,NCT02139358,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 14, 2013"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02139358/Prot_SAP_000.pdf""}"
98,NCT02147990,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 16, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02147990/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 12, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02147990/SAP_001.pdf""}]"
