,nct_id,version_date,document_type,document_date,upload_date,no_sap
273,NCT02611817,2020-06-10,Study Protocol,"August 24, 2017",05/05/2020 10:40,
274,NCT02611817,2020-06-10,Statistical Analysis Plan,"June 24, 2019",05/05/2020 10:40,
275,NCT02613897,2019-07-22,Study Protocol and Statistical Analysis Plan,"September 30, 2016",06/13/2019 09:41,
276,NCT02619617,2019-12-30,Study Protocol,"March 14, 2018",09/17/2019 05:03,
277,NCT02619617,2019-12-30,Statistical Analysis Plan,"November 9, 2018",09/17/2019 05:03,
278,NCT02621619,2018-10-10,Study Protocol and Statistical Analysis Plan,"February 5, 2016",09/02/2018 20:35,
279,NCT02625324,2019-02-20,Study Protocol,"September 22, 2017",12/10/2018 03:02,
280,NCT02625324,2019-02-20,Statistical Analysis Plan,"November 1, 2017",12/10/2018 03:02,
281,NCT02629861,2018-10-10,Study Protocol,"March 30, 2016",10/10/2018 20:04,
282,NCT02629861,2018-10-10,Statistical Analysis Plan,"May 26, 2017",10/10/2018 20:04,
283,NCT02632838,2018-05-21,Study Protocol,"February 8, 2018",02/08/2018 21:22,
284,NCT02632838,2018-05-21,Statistical Analysis Plan,"February 8, 2018",02/08/2018 21:25,
285,NCT02634320,2018-10-09,Study Protocol,"September 7, 2016",07/11/2018 20:40,
286,NCT02634320,2018-10-09,Statistical Analysis Plan,"July 18, 2017",07/11/2018 20:42,
287,NCT02636283,2019-12-05,Study Protocol and Statistical Analysis Plan,"June 21, 2017",11/26/2019 14:25,
288,NCT02642393,2020-07-08,Statistical Analysis Plan,"September 5, 2019",05/26/2020 16:51,
289,NCT02642393,2020-07-08,Study Protocol,"November 28, 2017",05/26/2020 17:03,
290,NCT02651259,2020-04-03,Statistical Analysis Plan: Final Safety Statistical Analysis Plan,"June 26, 2019",04/02/2020 15:54,
291,NCT02651259,2020-04-03,Statistical Analysis Plan: Final PK Statistical Analysis Plan,"March 31, 2020",04/02/2020 15:55,
292,NCT02651259,2020-04-03,Study Protocol,"November 10, 2015",04/03/2020 09:24,
293,NCT02652481,2019-06-26,Study Protocol and Statistical Analysis Plan,"August 11, 2016",06/07/2018 10:46,
294,NCT02655016,2020-06-08,Study Protocol,"August 27, 2019",04/27/2020 10:52,
295,NCT02655016,2020-06-08,Statistical Analysis Plan,"June 19, 2019",04/27/2020 10:54,
296,NCT02662764,2018-08-06,Statistical Analysis Plan,"June 10, 2017",04/09/2018 17:58,
297,NCT02662764,2018-08-06,Informed Consent Form,"January 19, 2016",04/10/2018 10:45,
298,NCT02662764,2018-08-06,Study Protocol,"January 13, 2016",04/11/2018 11:37,
299,NCT02664220,2019-03-27,Study Protocol and Statistical Analysis Plan,"August 29, 2016",03/05/2019 17:34,
300,NCT02670915,2019-03-13,Study Protocol,"August 17, 2018",01/30/2019 08:26,
301,NCT02670915,2019-03-13,Statistical Analysis Plan,"August 17, 2018",01/30/2019 08:26,
302,NCT02687815,2020-10-12,Study Protocol and Statistical Analysis Plan,"June 19, 2018",10/09/2020 17:33,
303,NCT02695212,2019-03-29,Statistical Analysis Plan,"August 6, 2018",03/29/2019 11:25,
304,NCT02696434,2019-01-18,Study Protocol,"June 14, 2017",10/31/2018 06:46,
305,NCT02696434,2019-01-18,Statistical Analysis Plan,"November 29, 2017",10/31/2018 06:47,
306,NCT02703259,2019-02-08,Study Protocol and Statistical Analysis Plan,"February 12, 2016",01/04/2019 13:14,
307,NCT02706483,2020-08-05,Study Protocol and Statistical Analysis Plan,"July 21, 2016",08/05/2020 19:50,
308,NCT02709083,2018-11-01,Study Protocol and Statistical Analysis Plan,"June 21, 2017",08/14/2018 10:05,
309,NCT02712320,2018-08-16,Statistical Analysis Plan,"April 22, 2016",08/15/2018 02:52,
310,NCT02712320,2018-08-16,Study Protocol,"October 1, 2015",08/15/2018 03:04,
311,NCT02713867,2020-06-02,Statistical Analysis Plan,"September 28, 2018",03/10/2020 15:36,
312,NCT02713867,2020-06-02,Study Protocol,"November 3, 2015",03/10/2020 15:36,
313,NCT02718417,2019-12-05,Study Protocol,"June 23, 2016",09/05/2019 16:44,
314,NCT02718417,2019-12-05,Statistical Analysis Plan,"March 16, 2018",09/05/2019 16:44,
315,NCT02725593,2020-11-10,Study Protocol,"September 20, 2017",10/01/2020 07:25,
316,NCT02725593,2020-11-10,Statistical Analysis Plan,"March 11, 2020",11/09/2020 12:44,
317,NCT02727777,2020-03-03,Study Protocol and Statistical Analysis Plan,"June 19, 2017",10/09/2019 17:28,
318,NCT02730793,2020-12-17,Study Protocol and Statistical Analysis Plan,"March 3, 2017",12/11/2020 15:34,
319,NCT02731157,2018-12-31,Study Protocol and Statistical Analysis Plan,"February 26, 2017",11/09/2018 17:14,
320,NCT02733042,2020-03-04,Study Protocol,"December 14, 2017",02/18/2020 15:31,
321,NCT02733042,2020-03-04,Statistical Analysis Plan: MEDI4736-NHL-001_SAP_Redacted.14Dec2017,"December 14, 2017",02/18/2020 15:34,
322,NCT02733042,2020-03-04,Statistical Analysis Plan: MEDI4736-NHL-001_SAP_Amendment_1_Redacted.14Dec2017,"December 14, 2017",02/18/2020 15:38,
323,NCT02745353,2019-08-30,Study Protocol and Statistical Analysis Plan,"July 7, 2016",04/18/2019 15:28,
324,NCT02755116,2020-07-07,Study Protocol and Statistical Analysis Plan,"January 31, 2018",06/19/2020 13:27,
325,NCT02756364,2020-11-20,Study Protocol,"October 2, 2017",11/20/2020 13:28,
326,NCT02756364,2020-11-20,Statistical Analysis Plan,"December 4, 2018",11/20/2020 13:28,
327,NCT02759315,2018-07-10,Study Protocol and Statistical Analysis Plan,"October 26, 2017",07/10/2018 09:21,
328,NCT02760069,2020-07-12,Study Protocol and Statistical Analysis Plan,"October 17, 2017",07/08/2019 10:57,
329,NCT02766023,2020-01-30,Study Protocol,"February 19, 2016",01/30/2020 11:40,
330,NCT02766023,2020-01-30,Statistical Analysis Plan,"May 11, 2018",01/30/2020 11:42,
331,NCT02767531,2019-01-30,Study Protocol and Statistical Analysis Plan,"June 18, 2018",01/07/2019 14:48,
332,NCT02767934,2020-07-28,Study Protocol and Statistical Analysis Plan,"April 4, 2019",07/14/2020 17:52,
333,NCT02781324,2019-05-13,Study Protocol and Statistical Analysis Plan,"July 6, 2015",05/06/2019 16:59,
334,NCT02785406,2019-12-10,Study Protocol and Statistical Analysis Plan,"April 25, 2017",11/10/2019 15:08,
335,NCT02792218,2020-09-18,Statistical Analysis Plan,"October 17, 2019",09/18/2020 10:38,
336,NCT02792218,2020-09-18,Study Protocol,"August 6, 2018",09/18/2020 10:43,
337,NCT02794246,2020-02-19,Study Protocol and Statistical Analysis Plan,"April 11, 2017",02/19/2020 10:30,
338,NCT02797821,2018-06-11,Study Protocol,"November 16, 2015",06/11/2018 10:06,
339,NCT02797821,2018-06-11,Statistical Analysis Plan,"June 28, 2017",06/11/2018 10:07,
340,NCT02813694,2019-10-22,Statistical Analysis Plan,"May 7, 2018",08/12/2019 11:57,
341,NCT02813694,2019-10-22,Study Protocol,"March 17, 2016",08/12/2019 13:11,
342,NCT02817087,2020-09-09,Study Protocol and Statistical Analysis Plan,"April 1, 2018",01/31/2020 12:40,
343,NCT02817087,2020-09-09,Informed Consent Form,"May 8, 2018",09/09/2020 16:35,
344,NCT02819284,2020-11-09,Study Protocol and Statistical Analysis Plan,"July 6, 2017",09/21/2020 11:38,
345,NCT02836990,2020-12-23,Informed Consent Form,"September 17, 2015",02/18/2020 14:20,
346,NCT02836990,2020-12-23,Study Protocol and Statistical Analysis Plan,"August 11, 2017",12/23/2020 12:47,
347,NCT02839798,2020-03-31,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","December 13, 2017",02/14/2020 15:37,
348,NCT02853331,2019-10-18,Study Protocol and Statistical Analysis Plan,"May 3, 2018",10/18/2019 11:16,
349,NCT02856828,2019-09-12,Study Protocol and Statistical Analysis Plan,"September 29, 2016",09/12/2019 14:46,
350,NCT02858180,2020-04-08,Study Protocol and Statistical Analysis Plan,"April 12, 2016",03/18/2020 10:59,
351,NCT02859454,2019-04-24,Study Protocol and Statistical Analysis Plan,"October 4, 2017",03/13/2019 06:44,
352,NCT02859454,2019-04-24,Informed Consent Form,"May 29, 2017",03/13/2019 06:44,
353,NCT02862730,2018-04-18,Study Protocol and Statistical Analysis Plan,"February 1, 2017",04/05/2018 17:41,
354,NCT02869438,2019-09-15,Statistical Analysis Plan,"August 13, 2018",07/23/2019 04:51,
355,NCT02869438,2019-09-15,Study Protocol,"August 2, 2016",09/15/2019 08:47,
356,NCT02876055,2019-03-26,Study Protocol and Statistical Analysis Plan,"April 27, 2017",03/01/2019 16:40,
357,NCT02877004,2019-09-09,Study Protocol and Statistical Analysis Plan,"October 28, 2016",08/12/2019 14:21,
358,NCT02881112,2020-04-03,Study Protocol: Study Protocol,"January 18, 2017",04/02/2020 17:59,
359,NCT02881112,2020-04-03,Statistical Analysis Plan,"August 30, 2016",04/03/2020 12:16,
360,NCT02882711,2020-10-16,Study Protocol and Statistical Analysis Plan,"September 12, 2016",10/15/2020 17:21,
361,NCT02886728,2020-12-21,Study Protocol,"July 5, 2016",04/15/2020 08:50,
362,NCT02886728,2020-12-21,Statistical Analysis Plan,"August 6, 2018",04/15/2020 08:51,
363,NCT02896855,2019-06-18,Study Protocol,"May 10, 2017",06/18/2019 09:58,
364,NCT02896855,2019-06-18,Statistical Analysis Plan,"March 28, 2018",06/18/2019 09:58,
365,NCT02899962,2020-07-10,Study Protocol,"April 12, 2018",07/10/2020 09:48,
366,NCT02899962,2020-07-10,Statistical Analysis Plan,"July 15, 2019",07/10/2020 09:49,
367,NCT02907619,2019-11-04,Study Protocol,"April 8, 2016",09/18/2019 13:33,
368,NCT02907619,2019-11-04,Statistical Analysis Plan,"June 18, 2019",09/18/2019 13:33,
369,NCT02908464,2020-06-11,Study Protocol and Statistical Analysis Plan,"September 25, 2017",02/28/2020 15:22,
370,NCT02914184,2019-09-18,Study Protocol,"March 9, 2017",08/01/2019 09:18,
371,NCT02914184,2019-09-18,Statistical Analysis Plan,"February 5, 2018",08/01/2019 09:18,
372,NCT02915835,2019-09-03,Study Protocol,"July 10, 2017",07/24/2019 22:00,
373,NCT02915835,2019-09-03,Statistical Analysis Plan,"August 22, 2018",07/24/2019 22:01,
374,NCT02918071,2018-10-30,Study Protocol,"August 23, 2016",09/18/2018 07:19,
375,NCT02918071,2018-10-30,Statistical Analysis Plan,"September 25, 2017",09/18/2018 07:20,
376,NCT02918552,2020-01-10,Study Protocol and Statistical Analysis Plan,"April 9, 2018",11/26/2019 12:47,
377,NCT02921295,2018-05-23,Statistical Analysis Plan,"September 27, 2016",03/19/2018 11:53,
378,NCT02921295,2018-05-23,Informed Consent Form,"September 27, 2016",03/26/2018 15:32,
379,NCT02921295,2018-05-23,Study Protocol,"September 27, 2016",05/23/2018 15:36,
380,NCT02922413,2019-08-20,Study Protocol and Statistical Analysis Plan,"June 18, 2019",08/19/2019 16:05,
381,NCT02923349,2020-05-06,Statistical Analysis Plan,"January 5, 2017",03/25/2020 16:01,
382,NCT02923349,2020-05-06,Study Protocol,"August 15, 2017",05/06/2020 09:59,
383,NCT02925494,2020-06-12,Study Protocol,"December 18, 2017",06/10/2020 15:56,
384,NCT02925494,2020-06-12,Statistical Analysis Plan,"May 24, 2018",06/10/2020 15:57,
385,NCT02927834,2020-12-03,Study Protocol,"December 3, 2020",12/03/2020 15:34,No Statistical Analysis Plan (SAP) exists for this study.
386,NCT02928224,2020-06-19,Study Protocol,"January 11, 2019",05/01/2020 12:29,
387,NCT02928224,2020-06-19,Statistical Analysis Plan,"January 28, 2019",05/01/2020 12:31,
388,NCT02937558,2019-11-25,Study Protocol and Statistical Analysis Plan,"February 9, 2018",09/26/2019 17:07,
389,NCT02938949,2019-08-15,Study Protocol and Statistical Analysis Plan,"February 1, 2017",06/28/2019 11:49,
390,NCT02945046,2020-03-27,Study Protocol,"May 1, 2017",03/27/2020 17:34,
391,NCT02945046,2020-03-27,Statistical Analysis Plan,"June 19, 2019",03/27/2020 17:34,
392,NCT02952898,2019-01-09,Study Protocol,"January 26, 2017",08/24/2018 17:19,
393,NCT02952898,2019-01-09,Statistical Analysis Plan,"March 14, 2017",08/24/2018 17:20,
394,NCT02953561,2020-08-27,Study Protocol and Statistical Analysis Plan,"July 26, 2018",07/23/2020 08:41,
395,NCT02955212,2020-07-27,Study Protocol,"October 17, 2018",07/27/2020 18:44,
396,NCT02955212,2020-07-27,Statistical Analysis Plan,"May 30, 2019",07/27/2020 18:46,
397,NCT02959307,2020-08-31,Study Protocol,"December 19, 2017",04/20/2020 08:56,
398,NCT02959307,2020-08-31,Informed Consent Form,"March 1, 2017",08/31/2020 15:55,
399,NCT02959307,2020-08-31,Statistical Analysis Plan,"May 12, 2020",08/31/2020 16:00,
400,NCT02965573,2021-01-06,Study Protocol,"November 28, 2016",11/02/2020 06:54,
401,NCT02965573,2021-01-06,Statistical Analysis Plan,"October 6, 2017",11/02/2020 07:12,
402,NCT02968368,2020-04-21,Study Protocol and Statistical Analysis Plan,"September 12, 2016",04/02/2019 07:47,
403,NCT02970981,2020-03-09,Study Protocol and Statistical Analysis Plan,"November 10, 2017",02/13/2020 16:38,
404,NCT02973438,2020-11-23,Study Protocol and Statistical Analysis Plan,"September 1, 2017",02/26/2020 10:34,
405,NCT02985398,2020-04-10,Study Protocol,"January 16, 2018",03/19/2020 10:01,
406,NCT02985398,2020-04-10,Statistical Analysis Plan,"February 5, 2018",03/19/2020 10:03,
407,NCT02987972,2019-10-02,Study Protocol and Statistical Analysis Plan,"September 15, 2016",10/02/2019 14:45,
408,NCT03001076,2020-03-20,Study Protocol,"February 10, 2017",03/17/2020 09:50,
409,NCT03001076,2020-03-20,Statistical Analysis Plan,"February 6, 2018",03/17/2020 09:51,
410,NCT03003390,2020-06-17,Informed Consent Form,"August 25, 2017",06/17/2020 13:34,
411,NCT03003390,2020-06-17,Study Protocol and Statistical Analysis Plan,"August 22, 2017",06/17/2020 13:37,
412,NCT03012594,2020-12-23,Study Protocol and Statistical Analysis Plan,"October 28, 2016",11/19/2020 15:29,
413,NCT03028025,2018-02-10,Study Protocol,"September 12, 2016",11/17/2017 20:30,
414,NCT03028025,2018-02-10,Statistical Analysis Plan,"November 1, 2017",01/11/2018 19:00,
415,NCT03028363,2019-02-01,Study Protocol,"October 6, 2016",11/19/2018 16:06,
416,NCT03028363,2019-02-01,Statistical Analysis Plan,"January 19, 2018",11/19/2018 16:08,
417,NCT03029624,2020-05-19,Study Protocol and Statistical Analysis Plan,"July 19, 2017",05/19/2020 13:49,
418,NCT03034772,2020-06-05,Study Protocol and Statistical Analysis Plan,"February 4, 2020",06/05/2020 23:51,
419,NCT03038880,2020-12-09,Study Protocol and Statistical Analysis Plan,"February 14, 2017",12/09/2020 11:36,
420,NCT03043651,2020-09-25,Study Protocol,"February 11, 2019",09/01/2020 09:17,
421,NCT03043651,2020-09-25,Statistical Analysis Plan,"September 18, 2017",09/02/2020 14:12,
422,NCT03049280,2020-07-28,Study Protocol and Statistical Analysis Plan,"January 20, 2017",07/27/2020 20:25,
423,NCT03050372,2020-02-12,Study Protocol and Statistical Analysis Plan,"October 15, 2016",12/30/2019 23:14,
424,NCT03052530,2018-03-08,Study Protocol,"February 16, 2017",03/08/2018 11:22,
425,NCT03052530,2018-03-08,Statistical Analysis Plan,"September 25, 2017",03/08/2018 11:32,
426,NCT03053063,2020-04-24,Study Protocol,"May 31, 2018",03/20/2020 08:24,
427,NCT03053063,2020-04-24,Statistical Analysis Plan,"January 23, 2019",03/20/2020 08:27,
428,NCT03055494,2020-02-25,Study Protocol,"February 23, 2018",02/25/2020 17:13,
429,NCT03055494,2020-02-25,Statistical Analysis Plan,"May 9, 2019",02/25/2020 17:14,
430,NCT03059810,2019-12-06,Study Protocol and Statistical Analysis Plan,"March 1, 2017",12/06/2019 10:23,
431,NCT03064126,2020-05-21,Study Protocol and Statistical Analysis Plan,"October 15, 2018",05/20/2020 22:21,
432,NCT03070184,2019-10-08,Informed Consent Form,"April 14, 2019",10/04/2019 11:42,
433,NCT03078270,2019-01-16,Study Protocol and Statistical Analysis Plan,"March 8, 2016",12/26/2018 15:01,
434,NCT03078504,2020-02-24,Study Protocol and Statistical Analysis Plan,"September 20, 2018",02/24/2020 11:08,
435,NCT03083483,2018-10-17,Study Protocol and Statistical Analysis Plan,"April 27, 2018",10/16/2018 15:09,
436,NCT03089853,2020-09-01,Study Protocol and Statistical Analysis Plan,"March 19, 2020",09/01/2020 11:18,
437,NCT03093025,2019-11-20,Study Protocol,"April 23, 2018",11/01/2019 10:50,
438,NCT03093025,2019-11-20,Statistical Analysis Plan,"December 18, 2018",11/01/2019 10:50,
439,NCT03105518,2020-01-08,Study Protocol and Statistical Analysis Plan,"September 13, 2010",08/12/2019 17:07,
440,NCT03107377,2020-06-09,Study Protocol,"January 25, 2019",06/09/2020 10:43,
441,NCT03107377,2020-06-09,Statistical Analysis Plan,"September 24, 2019",06/09/2020 11:16,
442,NCT03108469,2020-01-20,Study Protocol,"June 12, 2017",11/05/2019 12:37,
443,NCT03108469,2020-01-20,Statistical Analysis Plan,"January 17, 2018",11/05/2019 12:38,
444,NCT03110159,2019-01-25,Study Protocol and Statistical Analysis Plan,"December 6, 2017",12/04/2018 18:42,
445,NCT03118947,2020-02-25,Study Protocol,"November 30, 2017",02/21/2020 04:54,
446,NCT03118947,2020-02-25,Statistical Analysis Plan,"March 6, 2019",02/21/2020 04:55,
447,NCT03123848,2018-05-15,Study Protocol,"February 3, 2017",05/15/2018 03:57,
448,NCT03123848,2018-05-15,Statistical Analysis Plan,"July 7, 2017",05/15/2018 03:57,
449,NCT03134703,2020-02-27,Study Protocol and Statistical Analysis Plan,"February 2, 2018",01/02/2020 17:10,
450,NCT03134703,2020-02-27,Informed Consent Form,"November 9, 2016",01/03/2020 09:28,
451,NCT03135522,2020-11-24,Study Protocol and Statistical Analysis Plan,"April 22, 2019",11/23/2020 16:09,
452,NCT03138655,2020-11-25,Study Protocol,"August 30, 2019",11/25/2020 13:17,
453,NCT03138655,2020-11-25,Statistical Analysis Plan,"May 1, 2019",11/25/2020 13:17,
454,NCT03146403,2019-01-29,Study Protocol,"October 13, 2017",12/03/2018 10:24,
455,NCT03146403,2019-01-29,Statistical Analysis Plan,"February 7, 2018",12/03/2018 10:26,
456,NCT03154047,2018-11-15,Statistical Analysis Plan,"June 13, 2018",10/22/2018 18:18,
457,NCT03154047,2018-11-15,Study Protocol,"January 9, 2017",10/23/2018 20:14,
458,NCT03158220,2019-11-04,Study Protocol and Statistical Analysis Plan,"March 15, 2017",11/04/2019 16:04,
459,NCT03162796,2020-08-12,Study Protocol,"January 25, 2018",08/12/2020 11:48,
460,NCT03162796,2020-08-12,Statistical Analysis Plan,"March 21, 2019",08/12/2020 11:48,
461,NCT03174366,2019-10-22,Study Protocol and Statistical Analysis Plan,"September 30, 2019",09/30/2019 11:02,
462,NCT03177603,2020-04-06,Study Protocol,"July 10, 2018",03/25/2020 10:28,
463,NCT03177603,2020-04-06,Statistical Analysis Plan,"February 15, 2018",03/25/2020 10:33,
464,NCT03182933,2019-06-05,Study Protocol and Statistical Analysis Plan,"February 7, 2017",05/07/2019 14:07,
465,NCT03194503,2020-05-11,Study Protocol and Statistical Analysis Plan,"June 26, 2018",05/11/2020 12:09,
466,NCT03195010,2019-10-17,Study Protocol and Statistical Analysis Plan,"December 27, 2017",09/23/2019 17:26,
467,NCT03198520,2020-10-06,Study Protocol,"July 27, 2018",05/06/2020 14:07,
468,NCT03198520,2020-10-06,Informed Consent Form,"May 3, 2018",05/06/2020 14:09,
469,NCT03198520,2020-10-06,Statistical Analysis Plan,"March 5, 2019",10/06/2020 16:25,
470,NCT03201900,2020-02-11,Study Protocol,"October 31, 2019",01/10/2020 08:32,
471,NCT03201900,2020-02-11,Statistical Analysis Plan,"April 15, 2019",01/10/2020 08:40,
472,NCT03205150,2020-11-11,Study Protocol,"August 29, 2019",11/11/2020 11:13,
473,NCT03205150,2020-11-11,Statistical Analysis Plan,"July 22, 2019",11/11/2020 11:14,
474,NCT03207243,2020-02-14,Study Protocol,"September 13, 2017",01/30/2020 06:34,
475,NCT03207243,2020-02-14,Statistical Analysis Plan,"March 27, 2019",01/30/2020 06:36,
476,NCT03220854,2020-12-17,Study Protocol and Statistical Analysis Plan,"December 19, 2018",12/17/2020 16:41,
477,NCT03226249,2020-05-14,Study Protocol and Statistical Analysis Plan,"May 20, 2019",03/25/2020 16:42,
478,NCT03256136,2020-09-22,Study Protocol and Statistical Analysis Plan,"July 20, 2018",08/18/2020 21:45,
479,NCT03257358,2020-06-26,Study Protocol,"June 16, 2017",06/26/2020 17:14,
